feature	kingdom	phylum	class	order	family	genus	species
a184d1ec167b976ceb9665f20897c7d3	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales_650611	Pseudomonadaceae	Pseudomonas_E_647464	na
91b67e570a7f4e8151585af9424e8c1a	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales_650611	Pseudomonadaceae	Pseudomonas_E_647464	na
04458a6f22a9688c51162627a6ebf365	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales_650611	Pseudomonadaceae	Pseudomonas_E_647464	na
0969c47080f464e7f9a4034b9e869b4b	Bacteria	Proteobacteria	Gammaproteobacteria	Steroidobacterales	Steroidobacteraceae	na	na
55999b2df693f5f4ce04c8437daa7c1f	Bacteria	Proteobacteria	Gammaproteobacteria	Steroidobacterales	Steroidobacteraceae	na	na
b5f4d381ff2319775cf9453027d78789	Bacteria	Proteobacteria	Gammaproteobacteria	Steroidobacterales	Steroidobacteraceae	na	na
9a2746049811cae554d13984eed5f02c	Bacteria	Proteobacteria	Gammaproteobacteria	Steroidobacterales	Steroidobacteraceae	na	na
c60b8e55f612b07615a31a94c922643c	Bacteria	Proteobacteria	Gammaproteobacteria	Steroidobacterales	Steroidobacteraceae	na	na
d4f91bc92ae98540c064e13d9eac5c72	Bacteria	Proteobacteria	Gammaproteobacteria	Steroidobacterales	Steroidobacteraceae	na	na
c30cb48f83fc46e38d4c7712addf50e5	Bacteria	Proteobacteria	Gammaproteobacteria	DSM-16500	DSM-16500	Aquicella_A	na
fe96af6ff9718004240162608aca88bc	Bacteria	Proteobacteria	Gammaproteobacteria	DSM-16500	DSM-16500	UBA4722	UBA4722_sp002404295
a48708bde02b82a82a838f6602e667b8	Bacteria	Proteobacteria	Gammaproteobacteria	DSM-16500	DSM-16500	Aquicella_A	na
55e3ac935e09ac77ac869737adee4ec2	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales_660879	Moraxellaceae	Acinetobacter	na
05c7a5018a6f7947449b4cd9498be825	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales_660879	Moraxellaceae	Acinetobacter	Acinetobacter_variabilis
decf35420bd26e7f19dc933490db6c93	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales_660879	Moraxellaceae	Acinetobacter	Acinetobacter_variabilis
36a28a1fba07b9ee747b8842394c7fce	Bacteria	Bdellovibrionota_E	Bdellovibrionia_A_470743	UBA1018	UBA1018	GWA1-52-35	GWA1-52-35_sp001769805
825f554e854c8d250468e30efa8460f7	Bacteria	Myxococcota_A_473307	UBA796	UBA796	GCA-2862545	REDI01	REDI01_sp007693595
0407f05e30e14165246a9510d472983f	Bacteria	Myxococcota_A_473307	UBA796	UBA796	GCA-2862545	REDI01	REDI01_sp007693595
e93bae5f22dc314de7a73529dd9bca22	Bacteria	Proteobacteria	na	na	na	na	na
1e72730dc57fd3b560f4a569e72644f5	Bacteria	Proteobacteria	na	na	na	na	na
142512317c7ab82780bf028a4af9210c	Bacteria	Desulfobacterota_C	Anaeroferrophillalia	Anaeroferrophillales	Anaeroferrophillaceae	DQWO01	DQWO01_sp011042595
3785dae535df0cce345fb19307b25418	Bacteria	Proteobacteria	Alphaproteobacteria	UBA3830	UBA3830	UBA3830	UBA3830_sp902790255
2055b1dc69f1f687c7490eeb245623b9	Bacteria	Proteobacteria	Alphaproteobacteria	UBA3830	UBA3830	UBA3830	UBA3830_sp902790255
63acfefb4abd011a9700939b3d3006c9	Bacteria	Myxococcota_A_473307	Myxococcia	Myxococcales	Myxococcaceae	na	na
66114ca9117831bfe89d1c1c6e938ef4	Bacteria	Myxococcota_A_473307	Myxococcia	Myxococcales	Anaeromyxobacteraceae	R267	R267_sp001768075
4a2cfa30dc6cd06ff6097201a05c7967	Bacteria	Myxococcota_A_473307	Myxococcia	Myxococcales	Anaeromyxobacteraceae	R267	R267_sp001768075
45c19de640aa53ecdc34019e058cc9e5	Bacteria	Myxococcota_A_473307	Myxococcia	Myxococcales	Anaeromyxobacteraceae	na	na
397850b8a58ccbbbc42f346dc04fea06	Bacteria	Myxococcota_A_473307	Myxococcia	Myxococcales	Myxococcaceae	na	na
d9da148163ea2dfb9fde81ed7b29c02e	Bacteria	Myxococcota_A_473307	Myxococcia	Myxococcales	Myxococcaceae	na	na
1b1c21a88f3792cbefcb7af0957abe95	Bacteria	Myxococcota_A_473307	Myxococcia	Myxococcales	Myxococcaceae	na	na
8bf1555b44663e350d9519a1c7ed20d0	Bacteria	Myxococcota_A_473307	Myxococcia	Myxococcales	Myxococcaceae	na	na
b4415c5f3300872a5b11cfbdd89e57da	Bacteria	Myxococcota_A_473307	Myxococcia	Myxococcales	Myxococcaceae	RPRB01	RPRB01_sp003818285
a6da01dc5491ec9eba66a5ba91a589f4	Bacteria	Myxococcota_A_473307	Myxococcia	Myxococcales	Myxococcaceae	na	na
0e523700ba0bb0d8c90242e10ccb02e8	Bacteria	Myxococcota_A_473307	na	na	na	na	na
d547e3a2e64da00deb434e6c41fa87f9	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriales	SbA1	Gp1-AA122	na
64c282605473f54a6609bce79e50ec2f	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriales	SbA1	Gp1-AA122	na
332b40d7209e62ac00725ec1165b0c62	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriales	SbA1	Gp1-AA122	Gp1-AA122_sp003225055
6d671b4ee298473b01061fdbcec8e4cf	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriales	Gp1-AA117	Gp1-AA17	Gp1-AA17_sp003223515
260fdfa83a9a6967b20b9e485a467380	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriales	na	na	na
5fcbedf412ed71327f7af270316b16d6	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriales	Koribacteraceae	Koribacter	na
da4bc5b5aa56d3aecb738855dd232ab9	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriales	na	na	na
9108ebf45b6e81f0395bc6103b72e4cd	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriales	Koribacteraceae	Koribacter	na
6e64fe573bd812a2ae9e39f92f879e3c	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriales	Koribacteraceae	Koribacter	na
881fe10a2abc057b7b0d5aaec5ee0180	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriales	na	na	na
5e18d0f06d06c12662224387441a91b2	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriales	Gp1-AA117	Gp1-AA17	Gp1-AA17_sp003223515
a277b6854727d55d08a977be18ff9343	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriales	na	na	na
0754bd1ba3e4df0208cf5bcd138c701f	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriales	Gp1-AA117	Gp1-AA17	Gp1-AA17_sp003223515
1509508eb9b645c989b49859d3471258	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriales	Koribacteraceae	TOLSYN	na
f43a8075d4b69cefddffe4bf59c84a06	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriales	Koribacteraceae	TOLSYN	na
3bb5be2518cc505acdf578a78f722a72	Bacteria	Myxococcota_A_473307	Polyangia_463783	Polyangiales	Polyangiaceae	na	na
0c18bc8aa5d26a22357477d745fd5f4f	Bacteria	Planctomycetota	Phycisphaerae	Phycisphaerales	SM1A02	F1-140-MAGs142	F1-140-MAGs142_sp003671055
af40573d3b5f5aed65b241bb37beb39b	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales_660879	Moraxellaceae	na	na
3b9d4576bb3ad0d26e41511300990f55	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales_660879	Moraxellaceae	na	na
766fd4f07db50116f2f0f67ef4366987	Bacteria	Proteobacteria	Gammaproteobacteria	Steroidobacterales	Steroidobacteraceae	na	na
c99c2a2a83c7ec81e029493ea378d611	Bacteria	Proteobacteria	Gammaproteobacteria	Steroidobacterales	Steroidobacteraceae	na	na
4e58f0c3a5dac1b09976f548ef893b70	Bacteria	Proteobacteria	Gammaproteobacteria	Steroidobacterales	Steroidobacteraceae	Povalibacter	Povalibacter_uvarum
f50a9334b5cf29817fc9120c7db21370	Bacteria	Proteobacteria	Gammaproteobacteria	na	na	na	na
892108966b94426f4890b4c95772bc35	Bacteria	Proteobacteria	Gammaproteobacteria	Steroidobacterales	Steroidobacteraceae	na	na
a0a79ec5093197df0d42dcaaf5b7afc9	Bacteria	Proteobacteria	Gammaproteobacteria	Steroidobacterales	Steroidobacteraceae	Povalibacter	Povalibacter_uvarum
a65eaf5ccd36e5050136f56a1d11381f	Bacteria	Proteobacteria	Gammaproteobacteria	Steroidobacterales	Steroidobacteraceae	Povalibacter	Povalibacter_uvarum
266c0857ae5cac2090a109c505222667	Bacteria	Proteobacteria	Gammaproteobacteria	Steroidobacterales	Steroidobacteraceae	SCUD01	na
2f57c8312495ed6e1b288224202a22af	Bacteria	Proteobacteria	Gammaproteobacteria	Steroidobacterales	Steroidobacteraceae	Povalibacter	Povalibacter_uvarum
9cbdc1757113175c48e47d920f5ea339	Bacteria	Proteobacteria	Gammaproteobacteria	Acidiferrobacterales	na	na	na
d99debfb830595be5317db4ffa6cc139	Bacteria	Proteobacteria	Gammaproteobacteria	Acidiferrobacterales	na	na	na
e9d0a9528f03a81dc0db54624023f9ea	Bacteria	Proteobacteria	Gammaproteobacteria	Steroidobacterales	Steroidobacteraceae	na	na
91cd14ca5440880562d16e66beabfbd2	Bacteria	Proteobacteria	Gammaproteobacteria	Steroidobacterales	Steroidobacteraceae	Steroidobacter_A_608626	Steroidobacter_A_608626_soli
3a504784e5b5382ebfc8a21f4ca40634	Bacteria	Proteobacteria	Gammaproteobacteria	Steroidobacterales	Steroidobacteraceae	Steroidobacter_A_608626	na
434eff77d35a7c1195d0874bb3d41683	Bacteria	Proteobacteria	Gammaproteobacteria	Steroidobacterales	Steroidobacteraceae	na	na
e18506cdea389b2c64b0b426c4b5098a	Bacteria	Proteobacteria	Gammaproteobacteria	Steroidobacterales	Steroidobacteraceae	na	na
40e3a19e13c9fa02f8f7c40e520467c0	Bacteria	Proteobacteria	Gammaproteobacteria	Steroidobacterales	Steroidobacteraceae	na	na
1057e08522254872d40a8e4fbddafe0e	Bacteria	Proteobacteria	Gammaproteobacteria	Steroidobacterales	Steroidobacteraceae	na	na
b0acd72b8dd82d920e2d513b48c3900b	Bacteria	Proteobacteria	Gammaproteobacteria	na	na	na	na
546a1a3030db1f491a27d5138f7fe6bf	Bacteria	Proteobacteria	Gammaproteobacteria	DSM-16500	DSM-16500	Aquicella_A	na
25af9c82e01b6695f893bf0245831b1e	Bacteria	Proteobacteria	Gammaproteobacteria	Steroidobacterales	Steroidobacteraceae	na	na
a27ffe1390375d6f8e538a551e034af9	Bacteria	Proteobacteria	Gammaproteobacteria	DSM-16500	DSM-16500	Aquicella_A	na
9878c7f7b0baa7255a64f30bc1702d12	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales_660879	Moraxellaceae	Acinetobacter	Acinetobacter_indicus
c56fcd008a8502120316bb4f4e51adce	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales_660879	Moraxellaceae	Acinetobacter	na
b2bfd14a9596c67c3f08aa70fba6c431	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales_660879	Moraxellaceae	Acinetobacter	na
02a8e6e3eb86bfd45b55a351cd2d824b	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales_660879	Moraxellaceae	Acinetobacter	na
2f925a193513d66bb9baa43a827f45f9	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales_660879	Moraxellaceae	Acinetobacter	na
682588f25ca325cf5416d45da0347715	Bacteria	Gemmatimonadota	Gemmatimonadetes	Gemmatimonadales	GWC2-71-9	JABFSM01	na
505b0d06159894e62eb0dd7cf73d4f73	Bacteria	Gemmatimonadota	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	JAABRT01	JAABRT01_sp011390935
09ae2df9b38a5b9d25aa34e9c6ddeb28	Bacteria	Gemmatimonadota	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	Gemmatirosa	Gemmatirosa_kalamazoonesis
2cd3e00f27b796b771cfe390c336c4db	Bacteria	Gemmatimonadota	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	Roseisolibacter	Roseisolibacter_agri
f61aa121bd7a766dd22617e0b45d94db	Bacteria	Myxococcota_A_473307	Myxococcia	Myxococcales	40CM-4-68-19	40CM-4-68-19	40CM-4-68-19_sp005879535
53e5909bdf4c9b46e15816fcc5b3a5e1	Bacteria	Myxococcota_A_473307	Myxococcia	Myxococcales	Myxococcaceae	na	na
6d1674699b410f22181de2e91ad8b686	Bacteria	Myxococcota_A_473307	Myxococcia	Myxococcales	Myxococcaceae	na	na
514fce1ce61e16630184eb0970baccab	Bacteria	Myxococcota_A_473307	Myxococcia	Myxococcales	Myxococcaceae	na	na
4e6d4c067f376ab015e4f7778aff8f0f	Bacteria	Myxococcota_A_473307	Myxococcia	Myxococcales	Anaeromyxobacteraceae	R267	R267_sp001768075
461516c1d690702907b8f8d2a1858ffb	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriales	SbA1	na	na
ea333edc0d3aa6b00b9785e6f18b6eb6	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriales	SbA1	Gp1-AA122	Gp1-AA122_sp003225055
ad559ab66a859ea54f70bbfc1533d312	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriales	SbA1	Gp1-AA122	Gp1-AA122_sp003225055
c363123f13e03e4b2b2796efdafd78c8	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriales	SbA1	na	na
60ede3b36a2e34a0c9306a5dd359a01b	Bacteria	Gemmatimonadota	Gemmatimonadetes	Gemmatimonadales	na	na	na
1b9b759453750a2fb8b0aea71415e6df	Bacteria	Desulfobacterota_B	Binatia	UBA9968	UBA9968	na	na
a66290ac770e38d3ccbcbfd4218f7614	Bacteria	Desulfobacterota_B	Binatia	UBA9968	UBA9968	na	na
66aaea20f883aa936f2a4674153f302b	Bacteria	Proteobacteria	Alphaproteobacteria	UBA3830	UBA3830	UBA3830	UBA3830_sp902790255
d1cd5f088cd72d5a69ef17d26fc2a2eb	Bacteria	Myxococcota_A_473307	Myxococcia	Myxococcales	Anaeromyxobacteraceae	R267	R267_sp001768075
3942509155d01f4d84db12e51dc9d11c	Bacteria	Verrucomicrobiota	Kiritimatiellae_777934	RFP12	UBA3636	UBA3636	UBA3636_sp902761575
7f8fc68aab151bfae372c1c776a5eb0b	Bacteria	Verrucomicrobiota	Kiritimatiellae_777934	RFP12	UBA3636	UBA3636	UBA3636_sp902761575
aecae3341fbc4c8bae61a8906ef7dd89	Bacteria	Planctomycetota	Phycisphaerae	WQYP01	WQYP01	WQYP01	WQYP01_sp009781185
256b967ae9e0aa0dae3a9e4bb8ae79a7	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Pedosphaerales	UBA1412	UBA1412	UBA1412_sp002308515
f0b3cf8635ba680b3031f74d6cb9aa62	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Pedosphaerales	na	na	na
7b4ea8520a5bd7f0f05f3aa126a48ea5	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Pedosphaerales	Pedosphaeraceae	Pedosphaera	Pedosphaera_parvula
1ed8253ffd28603d3429b3ff3bf02dcf	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Pedosphaerales	na	na	na
4d09b985a8e35ede306fabe84ad64f50	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Pedosphaerales	AV2	AV2	AV2_sp003218935
ad2acf036efd099174bb2b1edc060399	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Pedosphaerales	Pedosphaeraceae	Pedosphaera	Pedosphaera_parvula
aa567b14d3f5d6298aac862a9b73b0fc	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Pedosphaerales	na	na	na
6a170e8ee3df1d1791fb16e306e83f18	Bacteria	Verrucomicrobiota	Kiritimatiellae_777934	RFP12	UBA3636	UBA3636	UBA3636_sp902761575
c600f6a4c8a6923fee255ccfa0799bbb	Bacteria	Verrucomicrobiota	Kiritimatiellae_777934	RFP12	UBA3636	UBA3636	UBA3636_sp902761575
f35c8288de77ccd0e3664299d79a47bc	Bacteria	Verrucomicrobiota	Kiritimatiellae_777934	RFP12	UBA1067	UBA1067	UBA1067_sp002449695
36bebec2e054deb7000a0812cdfa4f0c	Bacteria	Verrucomicrobiota	Kiritimatiellae_777934	RFP12	UBA1067	UBA1067	na
cda602200346e128e5242169c16da488	Bacteria	Verrucomicrobiota	Kiritimatiellae_777934	RFP12	UBA1067	UBA1067	UBA1067_sp002449695
f96b32fa945ca1c2ba5b453d72bb8625	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Pedosphaerales	na	na	na
af29bfa48c61dce2ffc0de89688440fb	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Pedosphaerales	na	na	na
b3fae32c33198ba92d2267754b72f13e	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Pedosphaerales	na	na	na
86000953b4929a64828e8f8a6b4803ef	Bacteria	na	na	na	na	na	na
14c9d95fe6b368aa6af293b90b3f8992	Bacteria	Verrucomicrobiota	Kiritimatiellae_777934	RFP12	UBA1067	UBA1067	UBA1067_sp002449695
d803b586201d1aa90935829a4b6d321f	Bacteria	Verrucomicrobiota	Kiritimatiellae_777934	RFP12	UBA1067	UBA1067	UBA1067_sp002449695
dd1aa1cdbfa96d359283e4bd3206ac1e	Bacteria	Verrucomicrobiota	Kiritimatiellae_777934	RFP12	UBA1067	na	na
8329c666b8c6e655e6c7b7edc4592c1f	Bacteria	na	na	na	na	na	na
80927f999d2dc113c64e9156fde6dae5	Bacteria	Verrucomicrobiota	Kiritimatiellae_777934	RFP12	UBA1067	UBA1067	na
f39730fd71fb197be79faa72d0c74761	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Pedosphaerales	J093	na	na
944c840be389737e4cd7df35ba4ada45	Bacteria	na	na	na	na	na	na
76ac5fb795bf420f17fddcb8481ae0c6	Bacteria	Verrucomicrobiota	Kiritimatiellae_777934	RFP12	UBA1067	UBA1067	UBA1067_sp002449695
4d5d23f4fbc2da605b65760ac8792b34	Bacteria	Verrucomicrobiota	Kiritimatiellae_777934	RFP12	UBA1067	UBA1067	UBA1067_sp002449695
1bcf340424269ebd74db9db9822eea33	Bacteria	Verrucomicrobiota	Kiritimatiellae_777934	RFP12	UBA1067	UBA1067	UBA1067_sp002449695
dfbdefdbffe66aad19e8da9d25099f70	Bacteria	Verrucomicrobiota	Kiritimatiellae_777934	RFP12	UBA1067	UBA1067	UBA1067_sp002449695
8e132b221bb7d408116605eae7fc0ffe	Bacteria	Verrucomicrobiota	Kiritimatiellae_777934	RFP12	UBA1067	UBA1067	UBA1067_sp002449695
ca067412768568baa3761692985cc177	Bacteria	Verrucomicrobiota	Kiritimatiellae_777934	RFP12	UBA1067	UBA1067	UBA1067_sp002449695
2142756fb3fdc85f7004556d5a4cd8ad	Bacteria	Verrucomicrobiota	Kiritimatiellae_777934	RFP12	UBA1067	UBA1067	UBA1067_sp002449695
f5da393292371456c5f6a619710138c6	Bacteria	Verrucomicrobiota	Kiritimatiellae_777934	RFP12	UBA1067	UBA1067	UBA1067_sp002449695
e74a81f3073b652d0b7a3925b06de84e	Bacteria	Verrucomicrobiota	Kiritimatiellae_777934	RFP12	UBA1067	UBA1067	UBA1067_sp002449695
1cb4bf500ce55eda5dc8f5717858a5ee	Bacteria	Firmicutes_D	Bacilli	RFN20	CAG-826	na	na
f6ea9b822b463b73642e1428395a31c3	Bacteria	Verrucomicrobiota	Kiritimatiellae_777934	RFP12	UBA1067	UBA1067	UBA1067_sp002449695
9494064d91546d97247aa668cfd54b2d	Bacteria	Verrucomicrobiota	Kiritimatiellae_777934	RFP12	UBA1067	UBA1067	UBA1067_sp002449695
f1a13c54ba71628d89961cf3840833cf	Bacteria	Verrucomicrobiota	Kiritimatiellae_777934	RFP12	UBA1067	UBA1067	UBA1067_sp002449695
7475e293ef09cab7d0a06c1242f566c2	Bacteria	Verrucomicrobiota	Kiritimatiellae_777934	RFP12	UBA1067	UBA1067	UBA1067_sp002449695
66b781a436da5b9c69f804ac6a863ab2	Bacteria	Verrucomicrobiota	Kiritimatiellae_777934	RFP12	UBA1067	UBA1067	UBA1067_sp002449695
653bd4d5d2b8e12b76913fa977fb357f	Bacteria	Verrucomicrobiota	Kiritimatiellae_777934	RFP12	UBA1067	UBA1067	UBA1067_sp002449695
1b0c7bd2bc118492ec8efada58417921	Bacteria	Verrucomicrobiota	Kiritimatiellae_777934	RFP12	UBA1067	UBA1067	UBA1067_sp002449695
11110b5d0ec45cd36c8f77b2fa42df1f	Bacteria	Verrucomicrobiota	Kiritimatiellae_777934	RFP12	UBA1067	UBA1067	UBA1067_sp002449695
d9c02df2807cb1159115b857603a83c3	Bacteria	Verrucomicrobiota	Kiritimatiellae_777934	RFP12	UBA1067	UBA1067	UBA1067_sp002449695
72489d3aec7cae198d0797905ac2d5eb	Bacteria	Verrucomicrobiota	Kiritimatiellae_777934	RFP12	UBA1067	UBA1067	UBA1067_sp002449695
1cc915c8b72a6e22ca3fcd532a5b4749	Bacteria	Verrucomicrobiota	Kiritimatiellae_777934	RFP12	UBA1067	UBA1067	UBA1067_sp002449695
8399e740ceca42802c6a38a9288e1f3d	Bacteria	Verrucomicrobiota	Kiritimatiellae_777934	RFP12	UBA1067	UBA1067	UBA1067_sp002449695
bbc89be77471f39133f38996f19728fd	Bacteria	Verrucomicrobiota	Kiritimatiellae_777934	RFP12	UBA1067	UBA1067	UBA1067_sp002449695
3c73a270ca4a56c8faee71e604cec6cc	Bacteria	Verrucomicrobiota	Kiritimatiellae_777934	RFP12	UBA1067	UBA1067	UBA1067_sp004551905
d012d5a7d47a5cb44c61d881bda0264f	Bacteria	Verrucomicrobiota	Kiritimatiellae_777934	RFP12	UBA1067	UBA1067	na
63e610902e58c3919ad3fe4371cb2f19	Bacteria	Verrucomicrobiota	Kiritimatiellae_777934	RFP12	UBA1067	UBA1067	UBA1067_sp002449695
702fa699ce5ba7be50c8d5576daa1178	Bacteria	Verrucomicrobiota	Kiritimatiellae_777934	RFP12	UBA1067	UBA1067	na
a062308bdbada4f15c0f0f53f5f95131	Bacteria	Verrucomicrobiota	Kiritimatiellae_777934	RFP12	UBA1067	UBA1067	na
ca24a21265db6ab34eeb71eb921dc735	Bacteria	Verrucomicrobiota	Kiritimatiellae_777934	RFP12	UBA1067	UBA1067	na
18fbfb247de43b428fe01d9b19becf25	Bacteria	Verrucomicrobiota	Kiritimatiellae_777934	RFP12	UBA1067	UBA1067	UBA1067_sp002449695
56b0e329010bd96e35cd57e071a9aaba	Bacteria	na	na	na	na	na	na
249113b669625631a910e6016a14c4d9	Bacteria	Firmicutes_A	Clostridia_258483	Christensenellales	CAG-138	PeH17	PeH17_sp900542285
03d898c43303d6ed7402cbb0c5cca9a7	Bacteria	Firmicutes_A	Clostridia_258483	Christensenellales	CAG-138	SFDB01	SFDB01_sp004558825
f6a9f2c9f652c7eaa8bf0275e91de712	Bacteria	Firmicutes_A	Clostridia_258483	Oscillospirales	na	na	na
2c69aa992d63d117ba7eedb35647a818	Bacteria	na	na	na	na	na	na
5445e89a3a8842954f7517434ab824a7	Bacteria	Proteobacteria	Gammaproteobacteria	na	na	na	na
638c1060806f3de75df46cbb23b68763	Bacteria	Verrucomicrobiota	Kiritimatiellae_777934	RFP12	UBA1067	UBA1067	na
0fbe124336f7faf5b8c0cc4230d1dc22	Bacteria	Verrucomicrobiota	Kiritimatiellae_777934	RFP12	UBA1067	UBA1067	na
7621ef30f9e34526716d9180b65e962c	Bacteria	Verrucomicrobiota	Kiritimatiellae_777934	RFP12	UBA1067	UBA1067	na
c13681a86da405d6e03159ad7f6e7e4b	Bacteria	Fibrobacterota	Fibrobacteria	Fibrobacterales	Fibrobacteraceae	Fibrobacter	na
a94844d4ac14e93f5f3a26b774de6824	Bacteria	Firmicutes_D	Bacilli	RFN20	CAG-826	RUG14515	na
de8ce5461ed6973ffed1d91933671ec2	Bacteria	Firmicutes_B_370539	Desulfitobacteriia	Desulfitobacteriales	Desulfitobacteriaceae	Desulfosporosinus	Desulfosporosinus_sp000224515
ec83381f26de22066f80c0e89f559757	Bacteria	Verrucomicrobiota	Kiritimatiellae_777934	RFP12	UBA1067	UBA1067	na
9a420a35856b0db7ccaa6135f43bdcc6	Bacteria	Verrucomicrobiota	Kiritimatiellae_777934	RFP12	UBA1067	UBA1067	na
ab086abb94457cf76cc3afe7dc448103	Bacteria	Verrucomicrobiota	Kiritimatiellae_777934	RFP12	UBA1067	UBA1067	na
b9c62edcf26e6276421767563fa85ded	Bacteria	Verrucomicrobiota	Kiritimatiellae_777934	RFP12	UBA1067	UBA1067	UBA1067_sp004551905
2d190760a95a114b3e611ef4e295cf75	Bacteria	Verrucomicrobiota	Kiritimatiellae_777934	RFP12	UBA1067	UBA1067	na
3f7177732b91af86f5fd00e656ba8854	Bacteria	Verrucomicrobiota	Kiritimatiellae_777934	RFP12	UBA1067	UBA1067	UBA1067_sp004551905
ba80a6a388062a8133da72f2e997fe24	Bacteria	Verrucomicrobiota	Kiritimatiellae_777934	RFP12	UBA1067	UBA1067	na
729e0bf8d1cdbfa1c865c60819eaca7b	Bacteria	Firmicutes_A	Clostridia_258483	Lachnospirales	Lachnospiraceae	na	na
491c305cf6fcf817520ec1254b5168ed	Bacteria	Verrucomicrobiota	Kiritimatiellae_777934	RFP12	UBA1067	UBA1067	na
d91ba6a18422bac20410fea4bcbc95a4	Bacteria	Verrucomicrobiota	Kiritimatiellae_777934	RFP12	UBA1067	UBA1067	na
ac09a8cb79a62d93fbfabc28fcba6772	Bacteria	Verrucomicrobiota	Kiritimatiellae_777934	RFP12	UBA1067	UBA1067	na
e0baee7ff9dc0e886f3fbf8c9f2a61ae	Bacteria	Verrucomicrobiota	Kiritimatiellae_777934	RFP12	UBA1067	UBA1067	na
a29050e6c6831c98d49fae016761996f	Bacteria	Verrucomicrobiota	Kiritimatiellae_777934	RFP12	UBA1067	UBA1067	na
78d1fd4e043836213acee76238a3bedf	Bacteria	Verrucomicrobiota	Kiritimatiellae_777934	RFP12	UBA1067	UBA1067	UBA1067_sp002449695
aed7b9edd920cbb4b05fe120dcb30986	Bacteria	Verrucomicrobiota	Kiritimatiellae_777934	RFP12	UBA1067	UBA1067	UBA1067_sp002449695
96e7f705e7494bbaf1a6cad51f42506e	Bacteria	Verrucomicrobiota	Kiritimatiellae_777934	RFP12	UBA1067	UBA1067	UBA1067_sp002449695
5a0ba24ea1eab4817f52965d7e81ff6a	Bacteria	Verrucomicrobiota	Kiritimatiellae_777934	RFP12	UBA1067	UBA1067	UBA1067_sp002449695
61f6287f9cfa9e985bb775f47911b02d	Bacteria	Verrucomicrobiota	Kiritimatiellae_777934	RFP12	UBA1067	UBA1067	UBA1067_sp002449695
4125c87c3813563adcc062e600fc1720	Bacteria	Verrucomicrobiota	Kiritimatiellae_777934	RFP12	UBA1067	UBA1067	na
a85c725fc4dd5c7c22f196f796bb251c	Bacteria	Verrucomicrobiota	Kiritimatiellae_777934	RFP12	UBA1067	UBA1067	UBA1067_sp002449695
60ec321ec5c00e7a7d2876324268291d	Bacteria	Verrucomicrobiota	Kiritimatiellae_777934	RFP12	UBA1067	UBA1067	na
83f1d763d7b55adeac50248c3807a968	Bacteria	Verrucomicrobiota	Kiritimatiellae_777934	RFP12	UBA1067	UBA1067	na
